current_progress,state,next_word 
aesirYBYBBlatchYYBBBagismYBBYY,YBBYY,small
aesirYBYBBlatchYYBBBagismYBBYYsmallGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBBBagismYBBYG,YBBYG,psalm
aesirYBYBBlatchYYBBBagismYBBYGpsalmGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBBBagismYBBGB,YBBGB,flask
aesirYBYBBlatchYYBBBagismYBBGBflaskGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBBBagismYYBYB,YYBYB,slang
aesirYBYBBlatchYYBBBagismYYBYBslangGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBBBagismYYBGB,YYBGB,glass
aesirYBYBBlatchYYBBBagismYYBGBglassGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBBY,YYBBY,ablow
aesirYBYBBlatchYYBBYablowYBYBB,YBYBB,shall
aesirYBYBBlatchYYBBYablowYBYBBshallGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBBYablowYBYBY,YBYBY,shawl
aesirYBYBBlatchYYBBYablowYBYBYshawlGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBBYablowYBYYB,YBYYB,shoal
aesirYBYBBlatchYYBBYablowYBYYBshoalGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBBG,YYBBG,abaft
aesirYBYBBlatchYYBBGabaftBBGBB,BBGBB,slash
aesirYBYBBlatchYYBBGabaftBBGBBslashGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBBGabaftBBGYB,BBGYB,flash
aesirYBYBBlatchYYBBGabaftBBGYBflashGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBYB,YYBYB,amply
aesirYBYBBlatchYYBYBamplyYBBYB,YBBYB,class
aesirYBYBBlatchYYBYBamplyYBBYBclassGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBYBamplyYBBGB,YBBGB,scald
aesirYBYBBlatchYYBYBamplyYBBGBscaldGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBYBamplyYBBGG,YBBGG,scaly
aesirYBYBBlatchYYBYBamplyYBBGGscalyGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBYBamplyYBYYB,YBYYB,clasp
aesirYBYBBlatchYYBYBamplyYBYYBclaspGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBYBamplyYBYGB,YBYGB,scalp
aesirYBYBBlatchYYBYBamplyYBYGBscalpGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBYG,YYBYG,clash
aesirYBYBBlatchYYBYGclashGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYBGB,YYBGB,slack
aesirYBYBBlatchYYBGBslackGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYYBB,YYYBB,balls
aesirYBYBBlatchYYYBBballsBYBGY,BYBGY,stalk
aesirYBYBBlatchYYYBBballsBYBGYstalkGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYYBBballsBYYBY,BYYBY,slant
aesirYBYBBlatchYYYBBballsBYYBYslantGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYYBBballsBYYGY,BYYGY,stall
aesirYBYBBlatchYYYBBballsBYYGYstallGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYYBBballsBYGBY,BYGBY,splat
aesirYBYBBlatchYYYBBballsBYGBYsplatGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYYBBballsGYYBY,GYYBY,blast
aesirYBYBBlatchYYYBBballsGYYBYblastGGGGG,GGGGG,OKAY
aesirYBYBBlatchYYYBY,YYYBY,shalt
aesirYBYBBlatchYYYBYshaltGGGGG,GGGGG,OKAY
aesirYBYBBlatchYGBBB,YGBBB,donsy
aesirYBYBBlatchYGBBBdonsyBBBYG,BBBYG,sally
aesirYBYBBlatchYGBBBdonsyBBBYGsallyGGGGG,GGGGG,OKAY
aesirYBYBBlatchYGBBBdonsyBBBGB,BBBGB,salsa
aesirYBYBBlatchYGBBBdonsyBBBGBsalsaGGGGG,GGGGG,OKAY
aesirYBYBBlatchYGBBBdonsyBBBGG,BBBGG,palsy
aesirYBYBBlatchYGBBBdonsyBBBGGpalsyGGGGG,GGGGG,OKAY
aesirYBYBBlatchYGBBBdonsyBYBYB,BYBYB,salvo
aesirYBYBBlatchYGBBBdonsyBYBYBsalvoGGGGG,GGGGG,OKAY
aesirYBYBBlatchYGBBBdonsyBYYYB,BYYYB,salon
aesirYBYBBlatchYGBBBdonsyBYYYBsalonGGGGG,GGGGG,OKAY
aesirYBYBBlatchYGBBBdonsyYBBYB,YBBYB,salad
aesirYBYBBlatchYGBBBdonsyYBBYBsaladGGGGG,GGGGG,OKAY
aesirYBYBBlatchYGBBBdonsyYBBYG,YBBYG,sadly
aesirYBYBBlatchYGBBBdonsyYBBYGsadlyGGGGG,GGGGG,OKAY
aesirYBYBBlatchYGYBB,YGYBB,salty
aesirYBYBBlatchYGYBBsaltyGGGGG,GGGGG,OKAY
aesirYBYBY,YBYBY,chart
aesirYBYBYchartBBYYB,BBYYB,spray
aesirYBYBYchartBBYYBsprayGGGGG,GGGGG,OKAY
aesirYBYBYchartBBYYY,BBYYY,alway
aesirYBYBYchartBBYYYalwayBBBGB,BBBGB,strap
aesirYBYBYchartBBYYYalwayBBBGBstrapGGGGG,GGGGG,OKAY
aesirYBYBYchartBBYYYalwayBBBGG,BBBGG,stray
aesirYBYBYchartBBYYYalwayBBBGGstrayGGGGG,GGGGG,OKAY
aesirYBYBYchartBBYYYalwayBBYGB,BBYGB,straw
aesirYBYBYchartBBYYYalwayBBYGBstrawGGGGG,GGGGG,OKAY
aesirYBYBYchartBBGYB,BBGYB,abacs
aesirYBYBYchartBBGYBabacsBBGBY,BBGBY,grasp
aesirYBYBYchartBBGYBabacsBBGBYgraspGGGGG,GGGGG,OKAY
aesirYBYBYchartBBGYBabacsBBGBG,BBGBG,grass
aesirYBYBYchartBBGYBabacsBBGBGgrassGGGGG,GGGGG,OKAY
aesirYBYBYchartBBGYBabacsBYGBG,BYGBG,brass
aesirYBYBYchartBBGYBabacsBYGBGbrassGGGGG,GGGGG,OKAY
aesirYBYBYchartBBGYG,BBGYG,roast
aesirYBYBYchartBBGYGroastGGGGG,GGGGG,OKAY
aesirYBYBYchartBBGGB,BBGGB,abamp
aesirYBYBYchartBBGGBabampBBGBB,BBGBB,snarl
aesirYBYBYchartBBGGBabampBBGBBsnarlGGGGG,GGGGG,OKAY
aesirYBYBYchartBBGGBabampBBGBY,BBGBY,spark
aesirYBYBYchartBBGGBabampBBGBYsparkGGGGG,GGGGG,OKAY
aesirYBYBYchartBBGGBabampBBGYB,BBGYB,swarm
aesirYBYBYchartBBGGBabampBBGYBswarmGGGGG,GGGGG,OKAY
aesirYBYBYchartBBGGY,BBGGY,stark
aesirYBYBYchartBBGGYstarkGGGGG,GGGGG,OKAY
aesirYBYBYchartBBGGG,BBGGG,abamp
aesirYBYBYchartBBGGGabampBBGBB,BBGBB,start
aesirYBYBYchartBBGGGabampBBGBBstartGGGGG,GGGGG,OKAY
aesirYBYBYchartBBGGGabampBBGYB,BBGYB,smart
aesirYBYBYchartBBGGGabampBBGYBsmartGGGGG,GGGGG,OKAY
aesirYBYBYchartBYYYB,BYYYB,abamp
aesirYBYBYchartBYYYBabampYBBBB,YBBBB,harsh
aesirYBYBYchartBYYYBabampYBBBBharshGGGGG,GGGGG,OKAY
aesirYBYBYchartBYYYBabampYBBYB,YBBYB,marsh
aesirYBYBYchartBYYYBabampYBBYBmarshGGGGG,GGGGG,OKAY
aesirYBYBYchartBYGYB,BYGYB,brash
aesirYBYBYchartBYGYBbrashGGGGG,GGGGG,OKAY
aesirYBYBYchartBYGYY,BYGYY,trash
aesirYBYBYchartBYGYYtrashGGGGG,GGGGG,OKAY
aesirYBYBYchartBGGGB,BGGGB,adapt
aesirYBYBYchartBGGGBadaptBBGBB,BBGBB,shark
aesirYBYBYchartBGGGBadaptBBGBBsharkGGGGG,GGGGG,OKAY
aesirYBYBYchartBGGGBadaptBBGYB,BBGYB,sharp
aesirYBYBYchartBGGGBadaptBBGYBsharpGGGGG,GGGGG,OKAY
aesirYBYBYchartBGGGBadaptBYGBB,BYGBB,shard
aesirYBYBYchartBGGGBadaptBYGBBshardGGGGG,GGGGG,OKAY
aesirYBYBYchartYBYYB,YBYYB,abamp
aesirYBYBYchartYBYYBabampYBBBG,YBBBG,scrap
aesirYBYBYchartYBYYBabampYBBBGscrapGGGGG,GGGGG,OKAY
aesirYBYBYchartYBYYBabampYBBYB,YBBYB,scram
aesirYBYBYchartYBYYBabampYBBYBscramGGGGG,GGGGG,OKAY
aesirYBYBYchartYBGGB,YBGGB,abaft
aesirYBYBYchartYBGGBabaftBBGBB,BBGBB,scary
aesirYBYBYchartYBGGBabaftBBGBBscaryGGGGG,GGGGG,OKAY
aesirYBYBYchartYBGGBabaftBBGYB,BBGYB,scarf
aesirYBYBYchartYBGGBabaftBBGYBscarfGGGGG,GGGGG,OKAY
aesirYBYBYchartGBGYB,GBGYB,crass
aesirYBYBYchartGBGYBcrassGGGGG,GGGGG,OKAY
aesirYBYBYchartGYGYB,GYGYB,crash
aesirYBYBYchartGYGYBcrashGGGGG,GGGGG,OKAY
aesirYBYBG,YBYBG,acton
aesirYBYBGactonYBBBB,YBBBB,sugar
aesirYBYBGactonYBBBBsugarGGGGG,GGGGG,OKAY
aesirYBYBGactonYBBYB,YBBYB,solar
aesirYBYBGactonYBBYBsolarGGGGG,GGGGG,OKAY
aesirYBYBGactonYBBYY,YBBYY,sonar
aesirYBYBGactonYBBYYsonarGGGGG,GGGGG,OKAY
aesirYBYBGactonYBBGB,YBBGB,savor
aesirYBYBGactonYBBGBsavorGGGGG,GGGGG,OKAY
aesirYBYBGactonYBGBB,YBGBB,satyr
aesirYBYBGactonYBGBBsatyrGGGGG,GGGGG,OKAY
aesirYBYYB,YBYYB,agast
aesirYBYYBagastBBGYB,BBGYB,swami
aesirYBYYBagastBBGYBswamiGGGGG,GGGGG,OKAY
aesirYBYYBagastBBGGB,BBGGB,quasi
aesirYBYYBagastBBGGBquasiGGGGG,GGGGG,OKAY
aesirYBYYBagastYBBYG,YBBYG,saint
aesirYBYYBagastYBBYGsaintGGGGG,GGGGG,OKAY
aesirYBYYBagastYBBGB,YBBGB,daisy
aesirYBYYBagastYBBGBdaisyGGGGG,GGGGG,OKAY
aesirYBYYBagastYBBGG,YBBGG,waist
aesirYBYYBagastYBBGGwaistGGGGG,GGGGG,OKAY
aesirYBYYBagastYYBYB,YYBYB,sigma
aesirYBYYBagastYYBYBsigmaGGGGG,GGGGG,OKAY
aesirYBYGB,YBYGB,actin
aesirYBYGBactinYBBGY,YBBGY,snail
aesirYBYGBactinYBBGYsnailGGGGG,GGGGG,OKAY
aesirYBYGBactinYBBGG,YBBGG,slain
aesirYBYGBactinYBBGGslainGGGGG,GGGGG,OKAY
aesirYBYGBactinYBYGB,YBYGB,staid
aesirYBYGBactinYBYGBstaidGGGGG,GGGGG,OKAY
aesirYBYGBactinYBYGG,YBYGG,stain
aesirYBYGBactinYBYGGstainGGGGG,GGGGG,OKAY
aesirYBYGBactinYBGGG,YBGGG,satin
aesirYBYGBactinYBGGGsatinGGGGG,GGGGG,OKAY
aesirYBYGG,YBYGG,stair
aesirYBYGGstairGGGGG,GGGGG,OKAY
aesirYBGBB,YBGBB,hotty
aesirYBGBBhottyBBBBB,BBBBB,abaca
aesirYBGBBhottyBBBBBabacaYBYBB,YBYBB,nasal
aesirYBGBBhottyBBBBBabacaYBYBBnasalGGGGG,GGGGG,OKAY
aesirYBGBBhottyBBBBBabacaYYYBB,YYYBB,basal
aesirYBGBBhottyBBBBBabacaYYYBBbasalGGGGG,GGGGG,OKAY
aesirYBGBBhottyBBBBG,BBBBG,aargh
aesirYBGBBhottyBBBBGaarghBGBBB,BGBBB,sassy
aesirYBGBBhottyBBBBGaarghBGBBBsassyGGGGG,GGGGG,OKAY
aesirYBGBBhottyBBBBGaarghBGBYB,BGBYB,gassy
aesirYBGBBhottyBBBBGaarghBGBYBgassyGGGGG,GGGGG,OKAY
aesirYBGBBhottyBBBGB,BBBGB,pasta
aesirYBGBBhottyBBBGBpastaGGGGG,GGGGG,OKAY
aesirYBGBBhottyBBBGG,BBBGG,abamp
aesirYBGBBhottyBBBGGabampYBBBB,YBBBB,nasty
aesirYBGBBhottyBBBGGabampYBBBBnastyGGGGG,GGGGG,OKAY
aesirYBGBBhottyBBBGGabampYBBBY,YBBBY,pasty
aesirYBGBBhottyBBBGGabampYBBBYpastyGGGGG,GGGGG,OKAY
aesirYBGBBhottyBBYGG,BBYGG,tasty
aesirYBGBBhottyBBYGGtastyGGGGG,GGGGG,OKAY
aesirYBGBBhottyBYBBB,BYBBB,aalii
aesirYBGBBhottyBYBBBaaliiBGBBB,BGBBB,mason
aesirYBGBBhottyBYBBBaaliiBGBBBmasonGGGGG,GGGGG,OKAY
aesirYBGBBhottyBYBBBaaliiBGYBB,BGYBB,lasso
aesirYBGBBhottyBYBBBaaliiBGYBBlassoGGGGG,GGGGG,OKAY
aesirYBGBBhottyGBBGG,GBBGG,hasty
aesirYBGBBhottyGBBGGhastyGGGGG,GGGGG,OKAY
aesirYBGBY,YBGBY,raspy
aesirYBGBYraspyGGGGG,GGGGG,OKAY
aesirYBGYB,YBGYB,vista
aesirYBGYBvistaGGGGG,GGGGG,OKAY
aesirYBGGB,YBGGB,acnes
aesirYBGGBacnesYBBBY,YBBBY,basil
aesirYBGGBacnesYBBBYbasilGGGGG,GGGGG,OKAY
aesirYBGGBacnesYBBBG,YBBBG,basis
aesirYBGGBacnesYBBBGbasisGGGGG,GGGGG,OKAY
aesirYBGGBacnesYBYBY,YBYBY,basin
aesirYBGGBacnesYBYBYbasinGGGGG,GGGGG,OKAY
aesirYBGGBacnesYYBBY,YYBBY,basic
aesirYBGGBacnesYYBBYbasicGGGGG,GGGGG,OKAY
aesirYYBBB,YYBBB,cable
aesirYYBBBcableBYBBY,BYBBY,adhan
aesirYYBBBcableBYBBYadhanBBBGB,BBBGB,tweak
aesirYYBBBcableBYBBYadhanBBBGBtweakGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBBYadhanBBYGB,BBYGB,wheat
aesirYYBBBcableBYBBYadhanBBYGBwheatGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBBYadhanBYBGY,BYBGY,knead
aesirYYBBBcableBYBBYadhanBYBGYkneadGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBBYadhanYBBBB,YBBBB,omega
aesirYYBBBcableBYBBYadhanYBBBBomegaGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBBYadhanYBBBY,YBBBY,enema
aesirYYBBBcableBYBBYadhanYBBBYenemaGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBBYadhanYBYBB,YBYBB,theta
aesirYYBBBcableBYBBYadhanYBYBBthetaGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBBYadhanYBYBY,YBYBY,hyena
aesirYYBBBcableBYBBYadhanYBYBYhyenaGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBBG,BYBBG,above
aesirYYBBBcableBYBBGaboveYBBBG,YBBBG,quake
aesirYYBBBcableBYBBGaboveYBBBGquakeGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBBGaboveYBBYG,YBBYG,evade
aesirYYBBBcableBYBBGaboveYBBYGevadeGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBBGaboveYBBGG,YBBGG,knave
aesirYYBBBcableBYBBGaboveYBBGGknaveGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBBGaboveYBYYG,YBYYG,ovate
aesirYYBBBcableBYBBGaboveYBYYGovateGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBYY,BYBYY,agent
aesirYYBBBcableBYBYYagentYBYBB,YBYBB,equal
aesirYYBBBcableBYBYYagentYBYBBequalGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBYYagentYBGBB,YBGBB,plead
aesirYYBBBcableBYBYYagentYBGBBpleadGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBYYagentYBGBG,YBGBG,pleat
aesirYYBBBcableBYBYYagentYBGBGpleatGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBYYagentYYGBB,YYGBB,gleam
aesirYYBBBcableBYBYYagentYYGBBgleamGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBYYagentYYGYB,YYGYB,glean
aesirYYBBBcableBYBYYagentYYGYBgleanGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBYG,BYBYG,agent
aesirYYBBBcableBYBYGagentYBYBB,YBYBB,aback
aesirYYBBBcableBYBYGagentYBYBBabackBBGBB,BBGBB,flame
aesirYYBBBcableBYBYGagentYBYBBabackBBGBBflameGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBYGagentYBYBBabackBBGBY,BBGBY,flake
aesirYYBBBcableBYBYGagentYBYBBabackBBGBYflakeGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBYGagentYBYBY,YBYBY,abamp
aesirYYBBBcableBYBYGagentYBYBYabampBBGBB,BBGBB,elate
aesirYYBBBcableBYBYGagentYBYBYabampBBGBBelateGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBYGagentYBYBYabampBBGBY,BBGBY,plate
aesirYYBBBcableBYBYGagentYBYBYabampBBGBYplateGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBYGagentYBYGB,YBYGB,plane
aesirYYBBBcableBYBYGagentYBYGBplaneGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBYGagentYYYBB,YYYBB,aahed
aesirYYBBBcableBYBYGagentYYYBBaahedYBBYB,YBBYB,glaze
aesirYYBBBcableBYBYGagentYYYBBaahedYBBYBglazeGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBYGagentYYYBBaahedYBBYY,YBBYY,glade
aesirYYBBBcableBYBYGagentYYYBBaahedYBBYYgladeGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBGY,BYBGY,exalt
aesirYYBBBcableBYBGYexaltGGGGG,GGGGG,OKAY
aesirYYBBBcableBYBGG,BYBGG,whale
aesirYYBBBcableBYBGGwhaleGGGGG,GGGGG,OKAY
aesirYYBBBcableBYYYY,BYYYY,aarti
aesirYYBBBcableBYYYYaartiYBBBB,YBBBB,bleak
aesirYYBBBcableBYYYYaartiYBBBBbleakGGGGG,GGGGG,OKAY
aesirYYBBBcableBYYYYaartiYBBYB,YBBYB,bleat
aesirYYBBBcableBYYYYaartiYBBYBbleatGGGGG,GGGGG,OKAY
aesirYYBBBcableBYYYG,BYYYG,adeem
aesirYYBBBcableBYYYGadeemYBYBB,YBYBB,blaze
aesirYYBBBcableBYYYGadeemYBYBBblazeGGGGG,GGGGG,OKAY
aesirYYBBBcableBYYYGadeemYBYBY,YBYBY,blame
aesirYYBBBcableBYYYGadeemYBYBYblameGGGGG,GGGGG,OKAY
aesirYYBBBcableBYYYGadeemYYYBB,YYYBB,blade
aesirYYBBBcableBYYYGadeemYYYBBbladeGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBY,BGBBY,bothy
aesirYYBBBcableBGBBYbothyBBBBB,BBBBB,waxen
aesirYYBBBcableBGBBYbothyBBBBBwaxenGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBYbothyBBBYB,BBBYB,haven
aesirYYBBBcableBGBBYbothyBBBYBhavenGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBYbothyBBYBB,BBYBB,taken
aesirYYBBBcableBGBBYbothyBBYBBtakenGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBYbothyBBGBB,BBGBB,eaten
aesirYYBBBcableBGBBYbothyBBGBBeatenGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBYbothyBBGBG,BBGBG,matey
aesirYYBBBcableBGBBYbothyBBGBGmateyGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBYbothyBYBBB,BYBBB,oaken
aesirYYBBBcableBGBBYbothyBYBBBoakenGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBG,BGBBG,bough
aesirYYBBBcableBGBBGboughBBBBB,BBBBB,payee
aesirYYBBBcableBGBBGboughBBBBBpayeeGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBGboughBBBYB,BBBYB,gaffe
aesirYYBBBcableBGBBGboughBBBYBgaffeGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBGboughBBBGB,BBBGB,mange
aesirYYBBBcableBGBBGboughBBBGBmangeGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBGboughBBYYB,BBYYB,vague
aesirYYBBBcableBGBBGboughBBYYBvagueGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBGboughBBGBB,BBGBB,mauve
aesirYYBBBcableBGBBGboughBBGBBmauveGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBGboughBBGBY,BBGBY,haute
aesirYYBBBcableBGBBGboughBBGBYhauteGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBGboughBBGYB,BBGYB,gauze
aesirYYBBBcableBGBBGboughBBGYBgauzeGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBBGboughBBGGB,BBGGB,gauge
aesirYYBBBcableBGBBGboughBBGGBgaugeGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBYY,BGBYY,haven
aesirYYBBBcableBGBYYhavenBGBGB,BGBGB,lapel
aesirYYBBBcableBGBYYhavenBGBGBlapelGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBYYhavenBGBGY,BGBGY,panel
aesirYYBBBcableBGBYYhavenBGBGYpanelGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBYYhavenBGBGG,BGBGG,laden
aesirYYBBBcableBGBYYhavenBGBGGladenGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBYYhavenBGYGB,BGYGB,valet
aesirYYBBBcableBGBYYhavenBGYGBvaletGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBYYhavenBGGGB,BGGGB,gavel
aesirYYBBBcableBGBYYhavenBGGGBgavelGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBYYhavenBGGGY,BGGGY,navel
aesirYYBBBcableBGBYYhavenBGGGYnavelGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBYYhavenGGBGB,GGBGB,hazel
aesirYYBBBcableBGBYYhavenGGBGBhazelGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBYG,BGBYG,aught
aesirYYBBBcableBGBYGaughtYBBBB,YBBBB,valve
aesirYYBBBcableBGBYGaughtYBBBBvalveGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBYGaughtYBBBY,YBBBY,latte
aesirYYBBBcableBGBYGaughtYBBBYlatteGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBYGaughtYBBYB,YBBYB,halve
aesirYYBBBcableBGBYGaughtYBBYBhalveGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBYGaughtYBBGY,YBBGY,lathe
aesirYYBBBcableBGBYGaughtYBBGYlatheGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBYGaughtYYBBB,YYBBB,value
aesirYYBBBcableBGBYGaughtYYBBBvalueGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBGG,BGBGG,adage
aesirYYBBBcableBGBGGadageYBBBG,YBBBG,maple
aesirYYBBBcableBGBGGadageYBBBGmapleGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBGGadageYBBYG,YBBYG,eagle
aesirYYBBBcableBGBGGadageYBBYGeagleGGGGG,GGGGG,OKAY
aesirYYBBBcableBGBGGadageYYBBG,YYBBG,ladle
aesirYYBBBcableBGBGGadageYYBBGladleGGGGG,GGGGG,OKAY
aesirYYBBBcableBGYBG,BGYBG,aahed
aesirYYBBBcableBGYBGaahedBGBYB,BGBYB,maybe
aesirYYBBBcableBGYBGaahedBGBYBmaybeGGGGG,GGGGG,OKAY
aesirYYBBBcableBGYBGaahedBGBYY,BGBYY,badge
aesirYYBBBcableBGYBGaahedBGBYYbadgeGGGGG,GGGGG,OKAY
aesirYYBBBcableBGYBGaahedBGYYB,BGYYB,bathe
aesirYYBBBcableBGYBGaahedBGYYBbatheGGGGG,GGGGG,OKAY
aesirYYBBBcableBGYYY,BGYYY,bagel
aesirYYBBBcableBGYYYbagelGGGGG,GGGGG,OKAY
aesirYYBBBcableBGGYY,BGGYY,label
aesirYYBBBcableBGGYYlabelGGGGG,GGGGG,OKAY
aesirYYBBBcableBGGGG,BGGGG,aarti
aesirYYBBBcableBGGGGaartiBGBBB,BGBBB,fable
aesirYYBBBcableBGGGGaartiBGBBBfableGGGGG,GGGGG,OKAY
aesirYYBBBcableBGGGGaartiBGBYB,BGBYB,table
aesirYYBBBcableBGGGGaartiBGBYBtableGGGGG,GGGGG,OKAY
aesirYYBBBcableYYBBY,YYBBY,aband
aesirYYBBBcableYYBBYabandBBGBB,BBGBB,exact
aesirYYBBBcableYYBBYabandBBGBBexactGGGGG,GGGGG,OKAY
aesirYYBBBcableYYBBYabandBBGYB,BBGYB,enact
aesirYYBBBcableYYBBYabandBBGYBenactGGGGG,GGGGG,OKAY
aesirYYBBBcableYYBBYabandYBBYB,YBBYB,ocean
aesirYYBBBcableYYBBYabandYBBYBoceanGGGGG,GGGGG,OKAY
aesirYYBBBcableYYBYY,YYBYY,eclat
aesirYYBBBcableYYBYYeclatGGGGG,GGGGG,OKAY
aesirYYBBBcableYYBYG,YYBYG,place
aesirYYBBBcableYYBYGplaceGGGGG,GGGGG,OKAY
aesirYYBBBcableYGBBY,YGBBY,facet
aesirYYBBBcableYGBBYfacetGGGGG,GGGGG,OKAY
aesirYYBBBcableYGBBG,YGBBG,dance
aesirYYBBBcableYGBBGdanceGGGGG,GGGGG,OKAY
aesirYYBBBcableYGBYG,YGBYG,lance
aesirYYBBBcableYGBYGlanceGGGGG,GGGGG,OKAY
aesirYYBBBcableGYBBY,GYBBY,aarti
aesirYYBBBcableGYBBYaartiYBBBB,YBBBB,cheap
aesirYYBBBcableGYBBYaartiYBBBBcheapGGGGG,GGGGG,OKAY
aesirYYBBBcableGYBBYaartiYBBYB,YBBYB,cheat
aesirYYBBBcableGYBBYaartiYBBYBcheatGGGGG,GGGGG,OKAY
aesirYYBBBcableGYBBG,GYBBG,chafe
aesirYYBBBcableGYBBGchafeGGGGG,GGGGG,OKAY
aesirYYBBBcableGYBYY,GYBYY,aarti
aesirYYBBBcableGYBYYaartiYBBBB,YBBBB,clean
aesirYYBBBcableGYBYYaartiYBBBBcleanGGGGG,GGGGG,OKAY
aesirYYBBBcableGYBYYaartiYBBYB,YBBYB,cleat
aesirYYBBBcableGYBYYaartiYBBYBcleatGGGGG,GGGGG,OKAY
aesirYYBBBcableGGBBY,GGBBY,abbot
aesirYYBBBcableGGBBYabbotYBBBB,YBBBB,cagey
aesirYYBBBcableGGBBYabbotYBBBBcageyGGGGG,GGGGG,OKAY
aesirYYBBBcableGGBBYabbotYBBBG,YBBBG,cadet
aesirYYBBBcableGGBBYabbotYBBBGcadetGGGGG,GGGGG,OKAY
aesirYYBBBcableGGBBYabbotYBBYB,YBBYB,cameo
aesirYYBBBcableGGBBYabbotYBBYBcameoGGGGG,GGGGG,OKAY
aesirYYBBBcableGGBBG,GGBBG,aahed
aesirYYBBBcableGGBBGaahedBGBYB,BGBYB,canoe
aesirYYBBBcableGGBBGaahedBGBYBcanoeGGGGG,GGGGG,OKAY
aesirYYBBBcableGGBBGaahedBGYYB,BGYYB,cache
aesirYYBBBcableGGBBGaahedBGYYBcacheGGGGG,GGGGG,OKAY
aesirYYBBBcableGGBYY,GGBYY,camel
aesirYYBBBcableGGBYYcamelGGGGG,GGGGG,OKAY
aesirYYBBBcableGGGGG,GGGGG,OKAY
aesirYYBBY,YYBBY,cadge
